batch_id,timestamp,temperature,conveyor_speed,hold_time,batch_size,material_type,hour_of_day,operator_exp,temp_speed_product,temp_deviation,speed_deviation,hold_per_kg,shift,hours_into_shift,quality_score,yield_pct,performance_pct,energy_kwh,co2_kg,energy_per_kg,fault_type
B0482,2025-10-09 11:30:05,63.4,146.2,36.7,503.0,0,21,1,9269.08,4.090549999999993,23.527050000000003,0.07296222664015906,1,7,100.0,86.1,94.3,31.6,25.91,0.062823,normal
B0483,2025-10-05 11:50:54,49.3,232.1,63.5,519.0,0,8,0,11442.529999999999,10.009450000000008,62.37295,0.12235067437379576,0,2,93.1,99.7,60.0,47.1,38.62,0.090751,normal
B0484,2025-10-17 21:53:33,63.9,136.3,35.6,498.0,0,17,2,8709.57,4.590549999999993,33.42704999999998,0.07148594377510041,1,3,100.0,87.6,100.0,30.6,25.09,0.061446,normal
B0485,2025-10-04 08:20:28,63.6,131.9,37.3,503.0,1,12,2,8388.84,4.290549999999996,37.827049999999986,0.07415506958250496,0,6,100.0,88.8,96.7,30.1,24.68,0.059841,normal
B0486,2025-10-14 05:11:25,55.0,200.1,54.7,515.0,0,10,1,11005.5,4.309450000000005,30.372950000000003,0.10621359223300972,0,4,95.5,92.6,69.1,40.8,33.46,0.079223,normal
B0487,2025-10-01 00:49:12,50.4,228.0,62.2,516.0,0,16,1,11491.199999999999,8.909450000000007,58.27295000000001,0.12054263565891474,1,2,93.7,97.5,60.0,46.0,37.72,0.089147,normal
B0488,2025-09-24 12:03:36,64.2,139.9,37.5,501.0,0,20,2,8981.58,4.8905499999999975,29.827049999999986,0.0748502994011976,1,6,100.0,88.3,96.7,31.1,25.5,0.062076,wet_material
B0489,2025-10-11 17:53:28,63.1,143.9,38.1,499.0,0,12,1,9080.09,3.790549999999996,25.827049999999986,0.07635270541082165,0,6,100.0,87.8,92.3,31.6,25.91,0.063327,normal
B0490,2025-10-18 15:55:36,51.1,221.2,60.9,514.0,0,19,1,11303.32,8.209450000000004,51.47295,0.11848249027237354,1,5,93.6,95.2,60.0,45.5,37.31,0.088521,wet_material
B0491,2025-10-22 00:46:08,71.1,107.6,29.2,516.0,0,21,1,7650.359999999999,11.790549999999989,62.12705,0.056589147286821705,1,7,100.0,84.2,100.0,27.2,22.3,0.052713,normal
B0492,2025-09-28 17:27:52,62.2,158.2,41.0,500.0,1,13,0,9840.039999999999,2.8905499999999975,11.527050000000003,0.082,0,7,97.0,89.8,89.0,33.5,27.47,0.067,normal
B0493,2025-09-23 11:35:36,68.8,115.5,31.4,512.0,1,6,1,7946.4,9.490549999999992,54.22704999999999,0.061328125,0,0,100.0,85.8,100.0,27.9,22.88,0.054492,calibration_needed
B0494,2025-10-09 14:19:22,61.9,151.9,40.5,506.0,2,18,0,9402.61,2.5905499999999932,17.827049999999986,0.0800395256916996,1,4,98.2,89.6,86.9,32.6,26.73,0.064427,normal
B0495,2025-10-08 05:41:56,60.6,158.4,42.9,510.0,0,11,0,9599.04,1.290549999999996,11.327049999999986,0.08411764705882353,0,5,97.3,91.5,83.0,34.2,28.04,0.067059,normal
B0496,2025-10-11 13:30:17,48.1,247.5,65.8,522.0,0,11,0,11904.75,11.209450000000004,77.77295000000001,0.12605363984674328,0,5,94.4,98.7,60.0,50.3,41.25,0.09636,normal
B0497,2025-10-21 03:36:26,60.2,149.0,41.1,505.0,0,21,1,8969.800000000001,0.8905499999999975,20.72704999999999,0.08138613861386139,1,7,99.2,89.9,87.8,32.5,26.65,0.064356,normal
B0498,2025-09-22 22:57:32,60.3,153.9,41.3,511.0,0,10,2,9280.17,0.9905499999999918,15.827049999999986,0.08082191780821918,0,4,97.3,90.2,86.8,32.8,26.9,0.064188,normal
B0499,2025-10-07 22:02:32,47.6,239.2,67.5,525.0,0,8,1,11385.92,11.709450000000004,69.47295,0.12857142857142856,0,2,92.9,99.4,60.0,50.1,41.08,0.095429,normal
B0500,2025-10-12 12:06:02,58.7,170.3,48.3,509.0,0,16,2,9996.61,0.6094500000000025,0.57295000000002,0.09489194499017681,1,2,97.7,90.1,78.2,36.2,29.68,0.07112,normal
B0501,2025-10-03 13:22:19,67.8,141.9,36.3,494.0,0,17,1,9620.82,8.490549999999992,27.827049999999986,0.07348178137651822,1,3,100.0,87.1,93.7,30.6,25.09,0.061943,normal
B0502,2025-10-18 18:32:20,67.3,113.7,29.5,514.0,0,18,1,7652.01,7.990549999999992,56.02704999999999,0.057392996108949414,1,4,100.0,86.1,100.0,27.5,22.55,0.053502,normal
B0503,2025-10-14 02:00:11,45.5,261.1,67.9,526.0,1,15,2,11880.050000000001,13.809450000000005,91.37295000000003,0.1290874524714829,1,1,90.8,99.3,60.0,52.2,42.8,0.09924,normal
B0504,2025-10-04 20:09:11,43.5,271.9,72.2,527.0,2,12,2,11827.65,15.809450000000005,102.17294999999999,0.13700189753320682,0,6,91.5,100.0,60.0,55.5,45.51,0.105313,wet_material
B0505,2025-10-16 21:03:52,71.7,96.3,24.9,511.0,0,8,1,6904.71,12.390549999999998,73.42705,0.0487279843444227,0,2,100.0,83.3,100.0,25.7,21.07,0.050294,normal
B0506,2025-10-06 00:46:26,60.4,149.9,40.0,501.0,1,7,2,9053.960000000001,1.0905499999999932,19.827049999999986,0.07984031936127745,0,1,98.6,89.7,85.1,32.8,26.9,0.065469,normal
B0507,2025-10-14 10:38:42,51.3,220.0,60.1,509.0,1,11,0,11286.0,8.009450000000008,50.27295000000001,0.11807465618860512,0,5,94.2,95.6,60.0,44.3,36.33,0.087033,normal
B0508,2025-10-10 07:15:23,65.9,122.1,31.9,511.0,0,20,0,8046.39,6.59055,47.62705,0.062426614481409,1,6,98.8,87.3,100.0,28.9,23.7,0.056556,normal
B0509,2025-09-26 13:43:49,57.0,175.2,50.5,495.0,0,7,0,9986.4,2.3094500000000053,5.472949999999997,0.10202020202020202,0,1,96.1,90.1,74.3,37.2,30.5,0.075152,normal
B0510,2025-10-17 19:45:45,50.9,241.0,63.1,521.0,0,11,1,12266.9,8.409450000000007,71.27295000000001,0.12111324376199617,0,5,93.2,97.4,60.0,47.6,39.03,0.091363,normal
B0511,2025-10-04 21:56:07,56.9,188.5,52.9,491.0,0,19,2,10725.65,2.4094500000000068,18.77295000000001,0.10773930753564155,1,5,96.1,93.4,72.7,39.6,32.47,0.080652,normal
B0512,2025-10-24 00:27:38,72.8,93.3,23.9,517.0,1,18,1,6792.24,13.490549999999992,76.42705,0.04622823984526112,1,4,100.0,79.7,100.0,25.2,20.66,0.048743,normal
B0513,2025-10-19 15:08:38,52.8,205.5,56.0,510.0,1,14,1,10850.4,6.509450000000008,35.77295000000001,0.10980392156862745,1,0,95.4,94.6,67.2,41.6,34.11,0.081569,normal
B0514,2025-10-21 13:49:19,66.7,124.6,32.7,501.0,0,16,1,8310.82,7.3905499999999975,45.12705,0.06526946107784432,1,2,100.0,86.5,99.7,29.0,23.78,0.057884,normal
B0515,2025-10-17 12:58:09,62.9,138.8,36.0,497.0,2,21,1,8730.52,3.5905499999999932,30.92704999999998,0.07243460764587525,1,7,100.0,87.2,95.0,31.1,25.5,0.062575,normal
B0516,2025-10-11 15:55:40,51.5,218.4,59.3,513.0,0,16,2,11247.6,7.809450000000005,48.672950000000014,0.11559454191033137,1,2,94.7,95.5,62.7,43.2,35.42,0.084211,normal
B0517,2025-10-11 06:49:40,65.0,120.2,31.7,498.0,2,18,1,7813.0,5.690549999999995,49.52704999999999,0.06365461847389559,1,4,100.0,88.3,97.2,28.4,23.29,0.057028,normal
B0518,2025-09-27 10:10:00,55.7,191.6,53.5,498.0,0,16,2,10672.12,3.6094500000000025,21.872950000000003,0.10742971887550201,1,2,96.5,94.0,70.0,39.4,32.31,0.079116,wet_material
B0519,2025-09-24 02:28:32,53.9,205.1,56.8,507.0,2,7,1,11054.89,5.409450000000007,35.37295,0.11203155818540433,0,1,95.0,95.7,64.7,41.5,34.03,0.081854,normal
B0520,2025-10-22 09:06:10,65.4,136.7,36.5,498.0,0,11,1,8940.18,6.09055,33.02705,0.07329317269076305,0,5,100.0,88.3,97.4,30.1,24.68,0.060442,calibration_needed
B0521,2025-10-20 09:52:27,71.9,91.3,24.3,508.0,1,14,1,6564.47,12.59055,78.42705,0.04783464566929134,1,0,100.0,81.4,100.0,25.4,20.83,0.05,normal
B0522,2025-10-07 00:42:23,47.8,256.0,66.8,532.0,1,7,2,12236.8,11.509450000000008,86.27295000000001,0.12556390977443607,0,1,92.5,97.7,60.0,50.3,41.25,0.094549,wet_material
B0523,2025-09-24 00:45:12,58.9,174.4,48.0,505.0,0,14,1,10272.16,0.40945000000000675,4.672950000000014,0.09504950495049505,1,0,97.8,91.2,78.5,36.1,29.6,0.071485,normal
B0524,2025-10-06 02:59:24,64.7,137.5,36.9,500.0,0,21,1,8896.25,5.3905499999999975,32.22704999999999,0.07379999999999999,1,7,100.0,87.6,96.8,30.1,24.68,0.0602,normal
B0525,2025-10-20 11:33:28,58.4,175.4,47.1,495.0,1,14,1,10243.36,0.9094500000000068,5.672950000000014,0.09515151515151515,1,0,97.6,91.1,78.6,36.2,29.68,0.073131,normal
B0526,2025-10-08 02:09:17,58.0,175.7,48.3,496.0,0,11,0,10190.599999999999,1.3094500000000053,5.972949999999997,0.0973790322580645,0,5,97.8,92.9,77.1,36.0,29.52,0.072581,normal
B0527,2025-10-24 09:13:38,66.1,134.5,36.7,504.0,0,17,1,8890.449999999999,6.790549999999989,35.22704999999999,0.07281746031746032,1,3,100.0,89.1,97.7,30.3,24.85,0.060119,normal
B0528,2025-09-25 19:28:31,51.8,218.8,57.7,517.0,0,9,1,11333.84,7.509450000000008,49.07295000000002,0.11160541586073501,0,3,92.6,96.9,60.0,43.9,36.0,0.084913,normal
B0529,2025-10-18 01:12:53,55.8,192.5,52.0,494.0,2,12,1,10741.5,3.509450000000008,22.77295000000001,0.10526315789473684,0,6,96.1,94.5,71.6,39.2,32.14,0.079352,normal
B0530,2025-10-07 13:59:48,69.4,106.3,29.1,506.0,0,10,2,7377.22,10.09055,63.427049999999994,0.0575098814229249,0,4,100.0,85.7,100.0,27.2,22.3,0.053755,normal
B0531,2025-10-04 19:18:09,60.8,161.7,45.3,490.0,0,9,1,9831.359999999999,1.4905499999999918,8.027050000000003,0.09244897959183673,0,3,97.6,88.5,82.0,34.2,28.04,0.069796,normal
B0532,2025-10-22 18:16:35,66.3,124.3,33.5,502.0,1,14,1,8241.09,6.990549999999992,45.427049999999994,0.06673306772908366,1,0,100.0,88.1,99.1,29.1,23.86,0.057968,calibration_needed
B0533,2025-09-30 06:14:04,50.0,229.4,61.8,512.0,0,6,1,11470.0,9.309450000000005,59.672950000000014,0.120703125,0,0,94.7,96.9,60.0,45.8,37.56,0.089453,bearing_wear
B0534,2025-09-26 08:50:29,54.5,201.4,55.5,516.0,1,19,1,10976.300000000001,4.809450000000005,31.672950000000014,0.10755813953488372,1,5,97.1,93.6,68.9,40.8,33.46,0.07907,normal
B0535,2025-10-14 03:22:26,47.8,244.8,66.8,525.0,0,10,1,11701.44,11.509450000000008,75.07295000000002,0.12723809523809523,0,4,92.3,100.0,60.0,49.9,40.92,0.095048,bearing_wear
B0536,2025-10-21 16:39:07,66.7,119.9,31.2,508.0,1,11,0,7997.330000000001,7.3905499999999975,49.827049999999986,0.06141732283464567,0,5,100.0,87.3,100.0,28.4,23.29,0.055906,normal
B0537,2025-09-26 14:52:54,63.7,138.0,34.9,510.0,1,9,0,8790.6,4.3905499999999975,31.72704999999999,0.06843137254901961,0,3,100.0,87.2,99.1,30.6,25.09,0.06,normal
B0538,2025-10-15 13:42:25,52.0,218.0,59.7,512.0,2,21,1,11336.0,7.309450000000005,48.27295000000001,0.1166015625,1,7,93.1,95.6,60.0,44.3,36.33,0.086523,normal
B0539,2025-10-11 14:32:52,63.9,132.5,33.4,506.0,2,6,2,8466.75,4.590549999999993,37.22704999999999,0.06600790513833991,0,0,100.0,85.0,100.0,29.7,24.35,0.058696,normal
B0540,2025-09-28 13:39:32,48.0,243.7,67.5,526.0,0,18,2,11697.599999999999,11.309450000000005,73.97295,0.12832699619771862,1,4,92.8,98.1,60.0,49.5,40.59,0.094106,normal
B0541,2025-10-07 15:26:38,60.3,157.5,40.3,496.0,0,18,1,9497.25,0.9905499999999918,12.227049999999991,0.08124999999999999,1,4,98.6,87.7,86.8,33.2,27.22,0.066935,normal
B0542,2025-10-25 07:21:19,61.3,157.0,39.7,504.0,2,14,1,9624.1,1.9905499999999918,12.727049999999991,0.07876984126984128,1,0,99.7,88.9,85.8,33.2,27.22,0.065873,normal
B0543,2025-10-11 11:23:36,69.7,98.5,28.2,504.0,2,19,1,6865.450000000001,10.390549999999998,71.22704999999999,0.05595238095238095,1,5,100.0,85.5,100.0,26.4,21.65,0.052381,wet_material
B0544,2025-10-02 13:53:11,63.4,144.0,37.8,501.0,0,7,0,9129.6,4.090549999999993,25.72704999999999,0.07544910179640718,0,1,100.0,88.2,92.7,31.6,25.91,0.063074,normal
B0545,2025-10-23 08:47:32,58.2,198.4,55.5,506.0,0,15,1,11546.880000000001,1.1094500000000025,28.672950000000014,0.10968379446640317,1,1,96.0,94.6,65.1,40.3,33.05,0.079644,normal
B0546,2025-10-02 06:44:39,62.5,161.4,43.8,506.0,0,11,0,10087.5,3.1905499999999947,8.327049999999986,0.08656126482213439,0,5,97.6,87.8,84.2,34.1,27.96,0.067391,normal
B0547,2025-09-27 18:04:31,44.1,270.3,71.7,521.0,2,12,1,11920.230000000001,15.209450000000004,100.57295000000002,0.13761996161228407,0,6,89.2,100.0,60.0,54.7,44.85,0.10499,normal
B0548,2025-10-03 15:55:03,54.7,191.6,53.0,507.0,1,19,0,10480.52,4.6094500000000025,21.872950000000003,0.10453648915187377,1,5,97.1,92.7,67.5,39.1,32.06,0.07712,normal
B0549,2025-10-19 04:10:45,55.0,191.8,52.4,495.0,0,21,1,10549.0,4.309450000000005,22.07295000000002,0.10585858585858586,1,7,95.9,93.2,71.3,39.1,32.06,0.07899,normal
B0550,2025-10-12 06:15:15,60.1,162.0,44.4,500.0,0,8,1,9736.2,0.7905499999999961,7.727049999999991,0.0888,0,2,98.1,90.5,84.9,33.9,27.8,0.0678,normal
B0551,2025-10-07 20:32:56,56.0,185.3,49.9,502.0,1,9,1,10376.800000000001,3.3094500000000053,15.57295000000002,0.09940239043824702,0,3,96.2,92.1,73.6,37.5,30.75,0.074701,normal
B0552,2025-10-17 04:22:46,63.6,152.2,41.2,502.0,2,12,0,9679.92,4.290549999999996,17.527050000000003,0.08207171314741037,0,6,98.5,89.0,89.4,32.6,26.73,0.06494,wet_material
B0553,2025-10-05 00:21:18,62.6,157.7,40.9,499.0,0,12,2,9872.019999999999,3.290549999999996,12.027050000000003,0.08196392785571142,0,6,98.5,89.2,88.8,33.4,27.39,0.066934,normal
B0554,2025-10-17 16:05:02,49.0,238.5,63.4,508.0,0,18,1,11686.5,10.309450000000005,68.77295000000001,0.12480314960629921,1,4,93.5,98.8,60.0,47.8,39.2,0.094094,bearing_wear
B0555,2025-10-10 08:18:00,55.1,193.5,50.8,489.0,0,12,1,10661.85,4.209450000000004,23.77295000000001,0.10388548057259712,0,6,96.7,95.1,70.6,39.6,32.47,0.080982,bearing_wear
B0556,2025-10-22 18:32:43,57.2,171.2,51.5,498.0,1,7,2,9792.64,2.1094500000000025,1.4729499999999973,0.10341365461847389,0,1,98.5,89.4,74.4,37.2,30.5,0.074699,normal
B0557,2025-10-24 20:53:21,61.1,155.7,41.2,495.0,0,11,2,9513.269999999999,1.790549999999996,14.027050000000003,0.08323232323232324,0,5,98.1,89.6,86.0,32.9,26.98,0.066465,calibration_needed
B0558,2025-09-25 01:40:06,60.6,162.8,42.6,500.0,2,9,1,9865.68,1.290549999999996,6.92704999999998,0.0852,0,3,99.3,89.9,84.6,34.4,28.21,0.0688,normal
B0559,2025-10-17 14:06:57,48.5,243.5,68.1,526.0,1,17,0,11809.75,10.809450000000005,73.77295000000001,0.129467680608365,1,3,90.7,98.6,60.0,50.0,41.0,0.095057,normal
B0560,2025-09-26 12:14:16,68.7,106.9,28.9,505.0,1,20,0,7344.030000000001,9.390549999999998,62.827049999999986,0.05722772277227722,1,6,100.0,83.5,100.0,27.2,22.3,0.053861,normal
B0561,2025-09-30 14:42:05,60.4,160.5,44.1,504.0,1,21,2,9694.199999999999,1.0905499999999932,9.227049999999991,0.08750000000000001,1,7,99.5,90.6,84.4,33.8,27.72,0.067063,normal
B0562,2025-10-11 21:07:13,63.8,165.6,43.5,493.0,1,12,1,10565.279999999999,4.490549999999992,4.127049999999997,0.08823529411764706,0,6,98.4,91.4,80.6,34.5,28.29,0.06998,normal
B0563,2025-10-15 23:04:10,63.7,144.4,37.9,492.0,0,11,1,9198.28,4.3905499999999975,25.327049999999986,0.07703252032520325,0,5,98.2,87.5,96.3,31.6,25.91,0.064228,normal
B0564,2025-09-26 00:31:56,42.4,280.9,75.2,535.0,0,14,1,11910.159999999998,16.909450000000007,111.17294999999999,0.1405607476635514,1,0,90.9,100.0,60.0,57.3,46.99,0.107103,wet_material
B0565,2025-10-17 10:45:46,61.7,165.5,43.0,500.0,1,9,1,10211.35,2.3905499999999975,4.227049999999991,0.086,0,3,99.6,90.3,80.2,34.1,27.96,0.0682,normal
B0566,2025-10-28 20:44:04,61.5,138.9,37.0,505.0,2,17,0,8542.35,2.1905499999999947,30.827049999999986,0.07326732673267326,1,3,99.9,86.0,94.7,31.2,25.58,0.061782,normal
B0567,2025-09-30 05:05:03,58.8,172.9,48.4,490.0,0,8,1,10166.52,0.5094500000000082,3.1729500000000144,0.09877551020408162,0,2,99.1,92.8,78.2,36.2,29.68,0.073878,normal
B0568,2025-10-19 16:37:43,62.4,157.9,41.5,503.0,0,10,2,9852.960000000001,3.0905499999999932,11.827049999999986,0.08250497017892644,0,4,96.6,90.6,87.5,33.4,27.39,0.066402,normal
B0569,2025-10-10 18:23:27,69.2,115.3,30.9,506.0,0,21,0,7978.76,9.890549999999998,54.427049999999994,0.06106719367588932,1,7,100.0,87.0,100.0,28.0,22.96,0.055336,wet_material
B0570,2025-10-10 22:00:33,65.6,120.7,31.1,509.0,0,21,1,7917.919999999999,6.290549999999989,49.02704999999999,0.06110019646365423,1,7,100.0,87.0,100.0,28.6,23.45,0.056189,normal
B0571,2025-10-24 01:34:00,68.4,114.6,31.0,509.0,1,21,1,7838.64,9.09055,55.12705,0.060903732809430254,1,7,100.0,86.4,100.0,27.8,22.8,0.054617,normal
B0572,2025-10-19 15:19:05,65.3,131.7,34.4,517.0,1,6,0,8600.009999999998,5.990549999999992,38.02705,0.06653771760154739,0,0,100.0,86.0,100.0,29.6,24.27,0.057253,normal
B0573,2025-10-17 22:05:37,53.3,203.4,55.8,514.0,2,12,1,10841.22,6.009450000000008,33.672950000000014,0.10856031128404668,0,6,94.9,94.8,66.7,41.4,33.95,0.080545,normal
B0574,2025-10-26 23:38:59,64.4,130.0,38.0,501.0,1,9,1,8372.0,5.09055,39.72704999999999,0.07584830339321358,0,3,100.0,89.8,96.6,30.3,24.85,0.060479,bearing_wear
B0575,2025-10-02 23:18:24,55.7,190.2,53.4,498.0,1,15,0,10594.14,3.6094500000000025,20.472949999999997,0.1072289156626506,1,1,95.4,95.5,72.9,39.5,32.39,0.079317,normal
B0576,2025-10-11 14:55:51,65.1,130.1,33.8,496.0,1,14,1,8469.509999999998,5.790549999999989,39.62705,0.06814516129032258,1,0,100.0,87.6,100.0,29.9,24.52,0.060282,normal
B0577,2025-10-02 15:59:28,61.0,148.1,40.9,497.0,1,21,1,9034.1,1.6905499999999947,21.627049999999997,0.08229376257545272,1,7,100.0,90.4,84.5,32.7,26.81,0.065795,normal
B0578,2025-10-02 20:09:59,58.1,178.1,48.0,501.0,1,18,1,10347.61,1.209450000000004,8.372950000000003,0.09580838323353294,1,4,97.7,92.0,78.7,36.2,29.68,0.072255,normal
B0579,2025-10-30 11:11:05,58.7,175.7,47.9,501.0,2,17,0,10313.59,0.6094500000000025,5.972949999999997,0.09560878243512974,1,3,99.6,90.7,79.5,36.1,29.6,0.072056,normal
B0580,2025-10-22 14:02:11,60.0,149.3,39.9,498.0,2,21,0,8958.0,0.6905499999999947,20.42704999999998,0.08012048192771085,1,7,98.4,89.6,85.6,32.6,26.73,0.065462,bearing_wear
B0581,2025-10-30 12:50:14,57.1,185.5,50.2,486.0,1,6,0,10592.050000000001,2.209450000000004,15.772950000000009,0.10329218106995885,0,0,98.0,92.9,73.3,37.7,30.91,0.077572,bearing_wear
B0582,2025-10-12 04:29:55,52.1,213.8,58.6,514.0,0,10,2,11138.980000000001,7.209450000000004,44.07295000000002,0.11400778210116731,0,4,94.7,96.4,62.4,43.2,35.42,0.084047,normal
B0583,2025-09-30 05:01:58,55.0,195.8,53.1,496.0,1,9,1,10769.0,4.309450000000005,26.07295000000002,0.10705645161290323,0,3,97.1,93.5,68.5,39.3,32.23,0.079234,normal
B0584,2025-10-08 05:25:39,49.2,228.6,61.0,515.0,0,17,1,11247.12,10.109450000000002,58.87295,0.11844660194174757,1,3,95.1,98.1,60.0,45.5,37.31,0.08835,normal
B0585,2025-10-30 22:15:48,64.5,138.6,36.1,507.0,0,12,1,8939.699999999999,5.190549999999995,31.127049999999997,0.07120315581854043,0,6,100.0,88.6,96.7,31.0,25.42,0.061144,normal
B0586,2025-10-08 07:01:44,48.6,247.5,67.3,523.0,2,20,2,12028.5,10.709450000000004,77.77295000000001,0.12868068833652008,1,6,93.4,97.8,60.0,50.2,41.16,0.095985,bearing_wear
B0587,2025-10-16 08:45:50,48.9,232.3,65.0,518.0,2,12,1,11359.47,10.409450000000007,62.57295000000002,0.12548262548262548,0,6,92.8,98.4,60.0,48.1,39.44,0.092857,normal
B0588,2025-09-26 18:37:35,44.2,268.1,72.6,527.0,2,10,1,11850.020000000002,15.109450000000002,98.37295000000003,0.13776091081593927,0,4,90.1,100.0,60.0,55.5,45.51,0.105313,normal
B0589,2025-10-01 06:06:59,64.9,132.7,34.2,505.0,0,13,1,8612.23,5.59055,37.02705,0.06772277227722773,0,7,100.0,87.6,100.0,29.9,24.52,0.059208,normal
B0590,2025-10-16 19:54:37,59.5,147.8,40.2,493.0,0,13,1,8794.1,0.19054999999999467,21.92704999999998,0.08154158215010142,0,7,99.1,88.8,84.7,32.7,26.81,0.066329,normal
B0591,2025-10-08 17:53:51,57.1,175.3,50.9,498.0,2,6,0,10009.630000000001,2.209450000000004,5.57295000000002,0.10220883534136546,0,0,97.8,91.3,74.2,37.2,30.5,0.074699,normal
B0592,2025-10-08 07:59:56,63.5,141.7,37.4,506.0,0,14,0,8997.949999999999,4.190549999999995,28.027050000000003,0.07391304347826087,1,0,100.0,86.7,92.1,31.5,25.83,0.062253,normal
B0593,2025-10-13 21:08:24,70.4,99.5,28.0,501.0,2,8,1,7004.8,11.09055,70.22704999999999,0.05588822355289421,0,2,100.0,84.4,100.0,26.5,21.73,0.052894,bearing_wear
B0594,2025-10-13 23:40:47,64.2,134.9,36.6,502.0,1,7,1,8660.58,4.8905499999999975,34.827049999999986,0.07290836653386454,0,1,100.0,88.4,98.3,30.3,24.85,0.060359,normal
B0595,2025-10-29 05:21:32,50.6,219.8,60.7,515.0,0,19,1,11121.880000000001,8.709450000000004,50.07295000000002,0.11786407766990292,1,5,94.2,98.4,60.0,45.0,36.9,0.087379,normal
B0596,2025-10-08 18:34:22,60.6,155.2,40.7,498.0,0,8,1,9405.119999999999,1.290549999999996,14.527050000000003,0.0817269076305221,0,2,98.8,89.3,89.8,33.7,27.63,0.067671,bearing_wear
B0597,2025-10-13 21:01:30,55.3,180.1,48.0,495.0,0,8,0,9959.529999999999,4.009450000000008,10.372950000000003,0.09696969696969697,0,2,98.4,91.0,77.2,36.5,29.93,0.073737,wet_material
B0598,2025-11-01 19:50:17,56.3,190.2,53.0,501.0,2,14,1,10708.259999999998,3.009450000000008,20.472949999999997,0.10578842315369262,1,0,95.4,92.5,72.5,39.4,32.31,0.078643,bearing_wear
B0599,2025-10-07 19:37:34,68.9,115.7,31.1,514.0,0,18,0,7971.7300000000005,9.59055,54.02704999999999,0.060505836575875487,1,4,100.0,86.7,100.0,28.0,22.96,0.054475,normal
B0600,2025-10-07 17:22:34,57.8,177.0,50.8,497.0,0,21,1,10230.6,1.5094500000000082,7.272950000000009,0.10221327967806841,1,7,97.0,90.9,74.1,37.0,30.34,0.074447,normal
B0601,2025-11-02 09:03:15,73.0,90.2,23.8,508.0,0,10,1,6584.6,13.690549999999995,79.52704999999999,0.046850393700787404,0,4,100.0,80.3,100.0,25.3,20.75,0.049803,normal
B0602,2025-09-28 14:19:48,67.2,122.3,31.2,500.0,1,12,2,8218.56,7.8905499999999975,47.427049999999994,0.0624,0,6,100.0,87.8,100.0,28.5,23.37,0.057,wet_material
B0603,2025-10-23 15:48:09,64.9,135.8,37.1,502.0,1,15,0,8813.420000000002,5.59055,33.92704999999998,0.07390438247011953,1,1,100.0,88.1,99.2,30.3,24.85,0.060359,normal
B0604,2025-10-06 11:11:07,68.2,111.2,29.8,514.0,0,7,2,7583.84,8.890549999999998,58.52704999999999,0.05797665369649806,0,1,100.0,85.8,100.0,27.4,22.47,0.053307,normal
B0605,2025-10-27 07:18:57,51.1,222.6,60.5,517.0,1,13,0,11374.86,8.209450000000004,52.87295,0.11702127659574468,0,7,92.5,96.2,60.0,45.4,37.23,0.087814,wet_material
B0606,2025-10-10 00:33:35,49.2,238.7,63.6,517.0,0,15,0,11744.04,10.109450000000002,68.97295,0.12301740812379111,1,1,94.4,96.1,60.0,47.2,38.7,0.091296,normal
B0607,2025-10-05 00:33:18,62.3,138.6,36.5,500.0,0,14,1,8634.779999999999,2.990549999999992,31.127049999999997,0.073,1,0,100.0,85.9,96.1,31.0,25.42,0.062,wet_material
B0608,2025-10-22 07:22:38,70.6,97.6,28.2,511.0,2,7,2,6890.5599999999995,11.290549999999989,72.12705,0.05518590998043053,0,1,100.0,85.1,100.0,26.5,21.73,0.051859,normal
B0609,2025-11-02 13:02:31,56.7,183.3,50.4,496.0,2,21,1,10393.11,2.6094500000000025,13.57295000000002,0.10161290322580645,1,7,95.5,91.4,74.1,37.4,30.67,0.075403,normal
B0610,2025-10-03 23:12:05,53.1,219.0,59.3,518.0,1,20,1,11628.9,6.209450000000004,49.27295000000001,0.11447876447876447,1,6,91.1,96.1,60.0,44.2,36.24,0.085328,normal
B0611,2025-10-09 05:05:27,59.9,158.4,43.4,497.0,0,19,1,9488.16,0.5905499999999932,11.327049999999986,0.08732394366197183,1,5,99.3,91.3,84.8,34.1,27.96,0.068612,normal
B0612,2025-09-27 21:46:28,66.0,122.2,31.8,508.0,1,12,2,8065.2,6.690549999999995,47.52704999999999,0.0625984251968504,0,6,100.0,87.7,100.0,29.1,23.86,0.057283,normal
B0613,2025-10-26 16:38:17,54.5,192.2,51.3,505.0,1,10,0,10474.9,4.809450000000005,22.472949999999997,0.10158415841584158,0,4,95.1,94.0,71.8,39.3,32.23,0.077822,wet_material
B0614,2025-10-04 18:47:54,70.4,99.2,27.5,504.0,1,9,0,6983.680000000001,11.09055,70.52704999999999,0.054563492063492064,0,3,100.0,83.6,100.0,26.5,21.73,0.052579,normal
B0615,2025-10-19 02:48:17,56.2,190.0,53.0,507.0,0,14,1,10678.0,3.1094500000000025,20.27295000000001,0.10453648915187377,1,0,96.0,94.8,73.7,39.6,32.47,0.078107,bearing_wear
B0616,2025-10-21 00:50:56,56.6,173.9,51.9,496.0,0,18,2,9842.74,2.709450000000004,4.172950000000014,0.10463709677419354,1,4,97.9,91.4,74.1,37.1,30.42,0.074798,bearing_wear
